question,answer,keywords
更新应用功能的使用,应用增量更新包创建成功后，存放在“${tongweb.base}/data/app/update/应用名/patch/应用增量名称+时 间”。 操作步骤。 1. 进入 TongWeb 管理控制台。 2. 切换到目标实例。 3. 在左侧导航栏中，选择 “应用管理” > “应用增量”，进入应用增量页面。 4. 单击“创建”，进入创建应用增量页面。 5. 设置应用增量名称、选择目标应用、上传应用增量包或者设置应用增量包在服务器上的位置。 ◦ 上传文件:控制台默认关闭上传文件功能。若需要开启，请参见禁用文件上传。 ◦ 其它参数:请根据实际情况配置，详细说明请参见应用增量参数配置说明。 6. 配置完成后，单击“添加”，完成应用增量的创建操作。 若界面弹出“添加应用增量成功”提示信息，则说明创建应用增量成功。,TongWeb、应用管理、更新应用、创建应用增量
更新应用功能的使用,1. 进入 TongWeb 管理控制台。 2. 切换到目标实例。 3. 在左侧导航栏中，选择“应用管理”>“应用增量”，进入应用增量页面。 4. 您可以查看已创建的应用增量。 包含应用增量的名称、目标应用、创建日期等。 5. 单击目标应用增量，进入应用增量详细信息页面。 6. 您可以查看应用增量的名称、目标应用、创建日期等。,TongWeb、应用管理、更新应用、查看应用增量
更新应用功能的使用,回退应用增量包后，应用回退到应用更新前。 回退应用增量包后，“${tongweb.base}/data/app/update/应用名/patch”里对应的应用增量文件会同步删 除。 回退应用增量更新包后，系统自动删除增量更新包，且不可恢复，请谨慎操作。 1. 登录 TongWeb 管理控制台。 2. 切换到目标实例。 3. 在左侧导航栏中，选择“应用管理”>“应用增量”，进入应用增量列表页面。 4. 单击目标应用增量所在行的“回退”，弹出确认回退窗口。 5. 单击“确定”，完成应用增量文件的回退操作。 若界面弹出“应用增量回退成功”提示信息，则说明回退应用增量文件成功。 “${tongweb.base}/data/app/update/应用名/patch/”目录下的对应的应用增量文件也将被删除。,TongWeb、应用管理、更新应用、回退应用增量
应用备份,注意事项。 • 您可以通过管理控制台备份当前生效的应用文件，默认备份路径为 “${tongweb.base}/data/app/backup” 目录。 说明: 您也可以 “基础配置” > “全局配置” > “应用”，自定义应用备份目录。 • 同一个应用最多可创建三个备份，继续备份会清理较老的备份，请谨慎操作。 说明: 您也可以进入 “基础配置” > “全局配置” > “应用”，自定义应用备份数量，超过该值后，继续备份会清除 较老的备份。 您也可以通过备份的应用文件，恢复当前应用，详细操作请参见恢复备份应用。 前置条件。 • 已获取管理控制台系统管理员账号和密码。 • 已部署应用。 操作步骤。 1. 进入 TongWeb 管理控制台。 2. 切换到目标实例。 3. 在左侧导航栏中，选择“应用管理”> “应用备份”，进入应用备份页面。 4. 单击“创建”，进入创建应用备份页面。 5. 在“备份应用”下拉列表中，选择待备份的应用，并根据需要添加备份应用的相关描述信息。 6. 单击“添加”，完成应用的备份操作。 7. 在应用备份列表中，可查看备份的应用，您也可以进入“${tongweb.base}/data/app/backup”目录，查看备份的应用。,TongWeb、应用管理、备份应用
如何查看备份应用配置,1. 登录 TongWeb 管理控制台。 2. 切换到目标实例。 3. 在左侧导航栏中，选择“应用管理”>“应用备份”，进入应用备份列表页面。 4. 单击目标应用所在行的“配置信息”，即可查看目标应用的配置信息详情。 包含备份应用、名称、应用文件、配置信息、备份日期、备份说明等。,TongWeb、应用管理、备份应用
如何下载备份的应用,您可以根据需要下载已备份的应用或者配置文件(tongweb-web.xml)。并可以将下载的配置文件 (tongweb-web.xml)用作自动部署应用时的预配置文件。 操作步骤。 1. 登录 TongWeb 管理控制台。 2. 切换到目标实例。 3. 在左侧导航栏中，选择“应用管理”>“应用备份”，进入应用备份列表页面。 4. 在下载应用所在行的操作列，单击“下载”，弹出选择需要下载的文件窗口。 5. 选择待下载的应用或者配置文件(tongweb-web.xml)。 6. 单击“下载”，即可下载文件。 下载以备份应用的名称命名的“.zip”包，解压后即可使用。,TongWeb、应用管理、备份应用下载
如何恢复备份应用,您可以在应用备份列表中，直接单击目标应用备份所在行的“恢复”，恢复应用。恢复期间应用会被停止。若 有存在的会话，则会话会丢失。 注意事项。 • 恢复备份应用时，自动恢复部署到 “${tongweb.base}\deployment” 目录。 • 若在 “${tongweb.base}\backup\app\backup” 里应用备份文件被删除，应用备份列表里的备份应用记录也会被清除，则该应用将无法恢复，请谨慎操作。 操作步骤。 1. 登录 TongWeb 管理控制台。 2. 切换到目标实例。 3. 在左侧导航栏中，选择“应用管理”>“应用备份”，进入应用备份列表页面。 4. 在待恢复应用所在行的操作列，单击“恢复”，恢复到本次备份。 若界面弹出“应用备份恢复成功”提示信息，则说明恢复应用成功。,TongWeb、应用管理、备份应用恢复
如何管理应用备份,查看应用备份 在应用备份列表中，您可以根据需要进行查看、恢复、删除指定应用备份。 1. 进入 TongWeb 管理控制台。 2. 切换到目标实例。 3. 在左侧导航栏中，选择“应用管理”>“应用备份”，进入应用备份页面。 4. 您可以查看应用备份中已备份的应用。 包含备份应用的名称、应用文件、备份日期、备份说明等信息。 5. 单击应用备份名称，可以更新应用备份的备份说明。 删除应用备份 删除应删除应用备份里的应用备份文件时，“${tongweb.base}\backup\app\backup”里对应的应用文件会同步删除 。 删除后不可恢复，请谨慎操作。 1. 登录 TongWeb 管理控制台。 2. 切换到目标实例。 3. 在左侧导航栏中，选择“应用管理”>“应用备份”，进入应用备份列表页面。 4. 单击目标应用备份文件所在行的“删除”，弹出确认删除窗口。 5. 单击“确定”，完成应用备份文件的删除操作。 若界面弹出“应用备份删除成功”提示信息，则说明删除应用备份文件成功。 “${tongweb.base}/data/app/backup”目录下的对应的应用备份文件也将被删除。用备份文件时，该组件引用的其它组件不会被删除。,TongWeb、应用管理、管理应用备份、查看应用备份、删除应用备份
EJB 是什么？它有哪些类型？,EJB（Enterprise Java Beans）是用于开发和部署多层结构的、分布式的、面向对象的Java应用系统的跨平台的构件体系结构。根据其服务范围，EJB可分为本地EJB和远程EJB两种类型。本地EJB只能在同一个应用内部访问，而远程EJB可以跨应用、跨进程和跨网络进行访问。,"TongWeb8, EJB"
如何在TongWeb中部署EJB模块？,TongWeb支持EJB模块的部署，EJB模块可打包在“jar”、“.ear”、“.war”三种标准应用文件中，部署到TongWeb服务器上。,"TongWeb8, EJB, 部署"
如何访问远程EJB？,"访问远程EJB的第一步是要获得其所在JNDI的上下文Context对象。需要填写必要的远程信息，例如使用HTTP或W3协议。如果远程客户端不在TongWeb上，需要在TongWeb控制台下载“tongweb-ejb-client-all.jar”并引入到项目中。 #可选，客户端连接池大小，默认值50，使用W3协议时会影响线程池活跃线程数，建议设置不超过EJB专用协议最大 线程数 System.setProperty(""tongejb.client.connection.pool.size"", ""50""); #客户端连接超时时间 System.setProperty(""tongejb.client.connection.socket.timeout"", ""10000""); #客户端连接超时时间 System.setProperty(""tongejb.client.connection.socket.read"", ""10000""); #客户端连接池等待超时时间 System.setProperty(""tongejb.client.connection.pool.timeout"", ""10000""); #可选 PING_PING/PING_PONG，设置客户端socket连接处理方式，默认值 PING_PING, 当连接失效时不去重新创建连接；PING_PING当连接失效时，清空socket连接并创建新的连接 System.setProperty(""tongejb.client.keepalive"",""PING_PING""); #设置连接程序，注：该程序位于tongweb-ejb-client.jar内，需首先将该jar及其依赖jar放入客户端程序的类路径中 Properties p = new Properties(); #固定参数值，不可更改 p.put(""java.naming.factory.initial"",""com.tongweb.tongejb.client.RemoteInitialContextFactory""); #使用HTTP协议，与W3协议二选一，以根据服务器开放的服务为准 p.put(""java.naming.provider.url"",""http://IP:8088/ejbserver/ejb""); #使用W3协议，与HTTP协议二选一，以根据服务器开放的服务为准 p.put(""java.naming.provider.url"",""w3://IP:5200""); #查找远程ejb的JNDI名，该JNDI名通常是EJB模块的mappedName，可选择添加JavaEE环境参数 java:comp/env/，如 ejbContext.lookup(""java:comp/env/ManagerBeanRemote"") Context ejbContext = new InitialContext(p); ManagerBeanRemote mbr = (ManagerBeanRemote)ejbContext.lookup(""ManagerBeanRemote""); #调用远程ejb的业务方法 mbr.remoteCall();","TongWeb8, EJB, 远程访问"
如何配置EJB集群以支持故障转移需求？,"EJB集群可用于支持故障转移需求，保障EJB服务的高可用。具体的故障转移策略包括粘性、轮流、随机。访问EJB集群与访问EJB唯一的区别在于`java.naming.provider.url`参数，格式为`failover:[strategy:]urlList`，其中`strategy`可以是""sticky""（亲和）、“round-robin”（轮转）、“random”（随机）。 配置示例 Properties p = new Properties(); ... //使用HTTP协议的集群配置方式 p.put(""java.naming.provider.url"",""failover:sticky:http://IP:8088/ejbserver/ejb,http://IP2:8088/ejbserver/ejb""); //使用W3协议的集群配置方式 p.put(""java.naming.provider.url"",""failover:random:w3://IP:5200,w3://IP2:5200""); ...","TongWeb8, EJB, 集群"
